variant,P,profile,card,d_final,d_loss_pp,loss%,base_loss%,cost,buy_day,buy_frac,d_income,d_prestige_end,d_trucksSpawned,d_trucksFull,d_delivered,d_served,d_spawned,d_quota,d_lost,d_missed,d_packed,d_phone,d_earlyEnd,d_wrongDelivery,d_drops,b_trucksSpawned,b_trucksFull,b_delivered,b_served,b_quota,b_earlyEnd
ot_g90,4,iyi,overtime,2135,0.0,0.0,0.0,300,3.5,1.0,2466,-3.5,13.3,2.7,20.2,-4.0,0,0,3.9,0,11.4,-1.0,-11.9,0.6,0.9,61.8,24.7,129.5,141.1,160,16.0
ot_q1,1,zayif,overtime,50,2.5,21.5,19.0,120,1,1.0,153,-0.7,2.9,1.5,2.8,3.6,8.2,12.8,4.0,4.6,4.9,0.7,-5.9,0.8,0.6,38.4,12.7,23.1,39.7,75.7,14.6
ot_q1,1,orta,overtime,370,0.0,0.0,0.0,120,1,1.0,483,1.9,6.0,4.4,7.3,7.5,11.8,15,3.5,3.2,9.5,0.8,-4.2,0.8,0.5,41.5,22.3,37.1,48.5,77,15.2
ot_q1,1,iyi,overtime,487,0.0,0.0,0.0,120,1,1.0,569,2.8,5.6,4.9,7.8,7.8,13.0,15,4.8,2.0,10.7,2.4,-2.9,0.3,0.4,48.9,33.4,53.4,59.0,77,15.4
ot_q1,2,zayif,overtime,26,-0.5,23.5,24.0,147,4.6,0.77,150,0.8,1.7,0.5,2.0,4.3,7.1,7.1,2.3,0.0,4.3,0.0,-0.3,0.4,0.9,53.2,8.9,48.5,86.9,145.2,7.7
ot_q1,2,orta,overtime,420,0.0,0.0,0.0,192,3.0,1.0,631,2.1,3.4,1.8,7.0,8.3,13.1,13.0,4.5,0.0,11.0,1.9,-0.4,0.4,0.8,56.8,22.6,82.8,113.4,151,12.6
ot_q1,2,iyi,overtime,802,0.0,0.0,0.0,192,2.4,1.0,1001,4.2,4.5,3.3,9.7,10.3,13.6,13.6,3.1,0.0,13.1,3.2,-0.2,0.2,0.5,61.0,35.9,110.2,129.9,151,15.0
ot_q1,3,zayif,overtime,2,-2.5,51.5,54.0,111,5.5,0.44,155,0.9,1.2,0.1,1.5,3.1,3.8,3.8,0.6,0.0,2.9,0.0,0.1,0.5,0.5,58.1,5.7,50.8,96.7,136.4,7.2
ot_q1,3,orta,overtime,729,0.0,0.0,0.0,252,3.8,1.0,984,3.9,3.7,1.9,8.4,9.4,12.2,12.2,2.9,0.0,11.2,3.0,-0.2,0.1,0.6,63.2,20.5,102.2,129.3,160,14.9
ot_q1,3,iyi,overtime,1206,0.0,0.0,0.0,252,3.2,1.0,1459,4.9,3.7,2.5,11.5,10.8,12.8,12.8,1.7,0,14.6,3.6,0.1,0.3,0.3,62.3,31.1,123.5,141.0,160,15.9
ot_q1,4,zayif,overtime,11,-2.0,62.5,64.5,72,8.0,0.24,179,0.6,1.0,0.0,1.5,1.8,2.5,2.5,0.5,0.0,2.1,0.3,-0.2,0.2,0.2,60.2,4.1,52.2,90.8,124.5,9.0
ot_q1,4,orta,overtime,885,0.0,0.0,0.0,300,4.0,1.0,1204,3.7,3.9,1.5,8.8,8.8,12.0,12.0,2.7,0,11.3,3.5,0.0,0.4,1.2,64.9,15.1,106.7,130.4,160,15.7
ot_q1,4,iyi,overtime,988,0.0,0.0,0.0,300,3.5,1.0,1305,3.0,3.3,2.2,8.9,10.6,12.5,12.5,1.8,0,13.0,3.5,0.0,0.3,1.0,61.8,24.7,129.5,141.1,160,16.0
pm_live,1,zayif,prestige_master,-13,11.0,30.0,19.0,113,7.4,0.55,-4,1.5,-0.3,-0.2,-0.3,-0.3,-0.5,-0.5,-0.2,0.0,-0.4,-0.1,-0.2,0.0,0.0,38.4,12.7,23.1,39.7,75.7,14.6
pm_live,1,orta,prestige_master,-288,0.5,0.5,0.0,367,6.0,0.99,69,6.1,0.2,0.2,0.1,0.0,-0.1,0,0.0,0.1,0.1,-0.5,0.0,0.0,-0.2,41.5,22.3,37.1,48.5,77,15.2
pm_live,1,iyi,prestige_master,-251,0.0,0.0,0.0,375,5.1,1.0,120,9.9,-0.1,-0.1,-0.2,-0.2,0.0,0,0.1,0.0,-0.1,-0.1,0.0,0.0,0.1,48.9,33.4,53.4,59.0,77,15.4
pm_live,2,zayif,prestige_master,-76,0.5,24.5,24.0,87,10.6,0.27,-10,1.0,0.0,-0.1,-0.3,0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.1,0.1,53.2,8.9,48.5,86.9,145.2,7.7
pm_live,2,orta,prestige_master,-237,0.0,0.0,0.0,600,6.3,1.0,354,16.3,-0.1,-0.2,0.3,-0.1,0.0,0,0.4,0.0,0.3,-0.2,0.0,-0.2,0.1,56.8,22.6,82.8,113.4,151,12.6
pm_live,2,iyi,prestige_master,40,0.0,0.0,0.0,600,5.1,1.0,643,20.3,0.2,-0.1,0.2,-0.5,0.0,0,0.5,0.0,-0.2,-0.1,0.1,0.0,-0.1,61.0,35.9,110.2,129.9,151,15.0
pm_live,3,zayif,prestige_master,-11,0.0,54.0,54.0,13,15.4,0.04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,58.1,5.7,50.8,96.7,136.4,7.2
pm_live,3,orta,prestige_master,-523,0.0,0.0,0.0,788,7.2,1.0,254,15.9,-0.1,-0.2,-1.0,-0.7,0.0,0,0.7,0.0,-1.5,0.2,0.0,-0.4,-0.1,63.2,20.5,102.2,129.3,160,14.9
pm_live,3,iyi,prestige_master,-99,0.0,0.0,0.0,788,5.6,1.0,684,8.8,0.0,-0.2,0.7,0.0,0,0,-0.1,0,0.2,0.3,0.1,0.0,-0.1,62.3,31.1,123.5,141.0,160,15.9
pm_live,4,zayif,prestige_master,-47,0.0,64.5,64.5,59,15.8,0.1,10,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
pm_live,4,orta,prestige_master,-708,0.0,0.0,0.0,936,8.3,1.0,233,12.9,-0.1,0.0,-0.4,-0.3,0.0,0,0.2,0.0,-0.8,0.2,0.0,0.2,0.1,64.9,15.1,106.7,130.4,160,15.7
pm_live,4,iyi,prestige_master,-470,0.0,0.0,0.0,938,6.4,1.0,476,3.9,0.0,0.3,-0.1,0.2,0,0,-0.3,0,-0.1,-0.1,0.0,0.1,0.3,61.8,24.7,129.5,141.1,160,16.0
pm_025,1,zayif,prestige_master,-10,10.0,29.0,19.0,115,7.4,0.55,9,3.2,-0.3,-0.2,-0.3,-0.3,-0.5,-0.5,-0.2,0.0,-0.4,-0.1,-0.2,0.0,0.0,38.4,12.7,23.1,39.7,75.7,14.6
pm_025,1,orta,prestige_master,-226,0.5,0.5,0.0,367,6.0,0.99,133,13.0,0.2,0.2,0.1,-0.1,-0.1,0,0.0,0.1,0.1,-0.5,0.0,0.0,-0.2,41.5,22.3,37.1,48.5,77,15.2
pm_025,1,iyi,prestige_master,-94,0.0,0.0,0.0,375,5.1,1.0,277,20.7,-0.1,-0.1,-0.2,-0.2,0.0,0,0.1,0.0,-0.1,-0.1,0.0,0.0,0.1,48.9,33.4,53.4,59.0,77,15.4
pm_025,2,zayif,prestige_master,-65,0.5,24.5,24.0,87,10.6,0.27,2,2.2,0.0,-0.1,-0.3,0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.1,0.1,53.2,8.9,48.5,86.9,145.2,7.7
pm_025,2,orta,prestige_master,127,0.0,0.0,0.0,600,6.3,1.0,718,34.0,-0.1,-0.2,0.3,-0.1,0.0,0,0.3,0.0,0.3,-0.2,0.0,-0.3,0.1,56.8,22.6,82.8,113.4,151,12.6
pm_025,2,iyi,prestige_master,547,0.0,0.0,0.0,600,5.1,1.0,1150,22.7,0.2,-0.1,0.2,-0.5,0.0,0,0.5,0.0,-0.2,-0.1,0.1,0.0,-0.1,61.0,35.9,110.2,129.9,151,15.0
pm_025,3,zayif,prestige_master,-11,0.0,54.0,54.0,13,15.4,0.04,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,58.1,5.7,50.8,96.7,136.4,7.2
pm_025,3,orta,prestige_master,-154,0.0,0.0,0.0,788,7.2,1.0,622,26.2,-0.1,-0.2,-1.0,-0.8,0.0,0,0.8,0.0,-1.5,0.2,0.0,-0.4,-0.2,63.2,20.5,102.2,129.3,160,14.9
pm_025,3,iyi,prestige_master,247,0.0,0.0,0.0,788,5.6,1.0,1030,8.8,0.0,-0.2,0.7,0.0,0,0,-0.1,0,0.2,0.3,0.1,0.0,-0.1,62.3,31.1,123.5,141.0,160,15.9
pm_025,4,zayif,prestige_master,-47,0.0,64.5,64.5,59,15.8,0.1,10,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
pm_025,4,orta,prestige_master,-442,0.0,0.0,0.0,936,8.3,1.0,499,19.4,-0.1,0.0,-0.4,-0.3,0.0,0,0.2,0.0,-0.7,0.2,0.0,0.2,0.1,64.9,15.1,106.7,130.4,160,15.7
pm_025,4,iyi,prestige_master,-192,0.0,0.0,0.0,938,6.4,1.0,755,3.9,0.0,0.3,-0.1,0.2,0,0,-0.3,0,-0.1,-0.1,0.0,0.1,0.3,61.8,24.7,129.5,141.1,160,16.0
pm_04,1,zayif,prestige_master,-6,9.5,28.5,19.0,116,7.4,0.55,18,5.1,-0.3,-0.2,-0.3,-0.3,-0.5,-0.5,-0.2,0.0,-0.4,-0.1,-0.2,0.0,0.0,38.4,12.7,23.1,39.7,75.7,14.6
pm_04,1,orta,prestige_master,-148,0.5,0.5,0.0,368,6.0,0.99,212,21.0,0.3,0.2,0.2,0.0,-0.1,0,0.0,0.1,0.1,-0.5,0.0,0.0,-0.2,41.5,22.3,37.1,48.5,77,15.2
pm_04,1,iyi,prestige_master,87,0.0,0.0,0.0,375,5.1,1.0,458,33.1,-0.1,-0.1,-0.2,-0.2,0.0,0,0.1,0.0,-0.1,-0.1,0.0,0.0,0.1,48.9,33.4,53.4,59.0,77,15.4
pm_04,2,zayif,prestige_master,-58,0.5,24.5,24.0,88,10.6,0.27,15,3.5,0.0,-0.2,-0.3,0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.1,0.1,53.2,8.9,48.5,86.9,145.2,7.7
pm_04,2,orta,prestige_master,503,0.0,0.0,0.0,600,6.3,1.0,1094,43.6,-0.1,-0.2,0.4,0.0,0.0,0,0.2,0.0,0.4,-0.3,0.0,-0.2,0.1,56.8,22.6,82.8,113.4,151,12.6
pm_04,2,iyi,prestige_master,859,0.0,0.0,0.0,600,5.1,1.0,1462,22.7,0.2,-0.1,0.2,-0.5,0.0,0,0.5,0.0,-0.2,-0.1,0.1,0.0,-0.1,61.0,35.9,110.2,129.9,151,15.0
pm_04,3,zayif,prestige_master,-11,0.0,54.0,54.0,13,15.4,0.04,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,58.1,5.7,50.8,96.7,136.4,7.2
pm_04,3,orta,prestige_master,108,0.0,0.0,0.0,788,7.2,1.0,883,27.2,-0.1,-0.2,-1.0,-0.8,0.0,0,0.8,0.0,-1.5,0.2,0.0,-0.4,-0.2,63.2,20.5,102.2,129.3,160,14.9
pm_04,3,iyi,prestige_master,460,0.0,0.0,0.0,788,5.6,1.0,1242,8.8,0.0,-0.2,0.7,0.0,0,0,-0.1,0,0.2,0.3,0.1,0.0,-0.1,62.3,31.1,123.5,141.0,160,15.9
pm_04,4,zayif,prestige_master,-47,0.0,64.5,64.5,59,15.8,0.1,11,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
pm_04,4,orta,prestige_master,-246,0.0,0.0,0.0,936,8.3,1.0,697,20.8,-0.1,0.0,-0.4,-0.3,0.0,0,0.2,0.0,-0.7,0.2,0.0,0.2,0.0,64.9,15.1,106.7,130.4,160,15.7
pm_04,4,iyi,prestige_master,-12,0.0,0.0,0.0,938,6.4,1.0,935,3.9,0.0,0.3,-0.1,0.2,0,0,-0.3,0,-0.1,-0.1,0.0,0.1,0.3,61.8,24.7,129.5,141.1,160,16.0
pm_06,1,zayif,prestige_master,-6,8.0,27.0,19.0,119,7.4,0.55,32,7.7,-0.3,-0.2,-0.3,-0.3,-0.5,-0.5,-0.2,0.0,-0.4,-0.1,-0.2,0.0,0.0,38.4,12.7,23.1,39.7,75.7,14.6
pm_06,1,orta,prestige_master,-47,0.5,0.5,0.0,368,6.0,0.99,314,31.6,0.3,0.2,0.2,0.0,-0.1,0,0.0,0.1,0.2,-0.5,0.0,0.0,-0.2,41.5,22.3,37.1,48.5,77,15.2
pm_06,1,iyi,prestige_master,326,0.0,0.0,0.0,375,5.1,1.0,697,49.6,-0.1,-0.1,-0.2,-0.2,0.0,0,0.1,0.0,-0.1,-0.1,0.0,0.0,0.1,48.9,33.4,53.4,59.0,77,15.4
pm_06,2,zayif,prestige_master,-57,0.5,24.5,24.0,103,10.6,0.27,34,5.3,0.0,-0.2,-0.3,0.1,0.0,0.0,-0.2,0.0,0.1,0.0,0.0,0.2,0.0,53.2,8.9,48.5,86.9,145.2,7.7
pm_06,2,orta,prestige_master,787,0.0,0.0,0.0,600,6.3,1.0,1378,44.5,-0.1,-0.2,0.4,0.0,0.0,0,0.2,0.0,0.4,-0.3,0.0,-0.2,0.1,56.8,22.6,82.8,113.4,151,12.6
pm_06,2,iyi,prestige_master,1077,0.0,0.0,0.0,600,5.1,1.0,1680,22.7,0.2,-0.1,0.2,-0.5,0.0,0,0.5,0.0,-0.2,-0.1,0.1,0.0,-0.1,61.0,35.9,110.2,129.9,151,15.0
pm_06,3,zayif,prestige_master,-11,0.0,54.0,54.0,13,15.4,0.04,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,58.1,5.7,50.8,96.7,136.4,7.2
pm_06,3,orta,prestige_master,304,0.0,0.0,0.0,788,7.2,1.0,1080,27.5,-0.1,-0.2,-1.0,-0.8,0.0,0,0.8,0.0,-1.5,0.2,0.0,-0.4,-0.2,63.2,20.5,102.2,129.3,160,14.9
pm_06,3,iyi,prestige_master,623,0.0,0.0,0.0,788,5.6,1.0,1405,8.8,0.0,-0.2,0.7,0.0,0,0,-0.1,0,0.2,0.3,0.1,0.0,-0.1,62.3,31.1,123.5,141.0,160,15.9
pm_06,4,zayif,prestige_master,-47,0.0,64.5,64.5,59,15.8,0.1,11,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
pm_06,4,orta,prestige_master,-75,0.0,0.0,0.0,936,8.3,1.0,869,21.3,-0.1,0.0,-0.3,-0.4,0.0,0,0.2,0.0,-0.7,0.2,0.0,0.2,0.0,64.9,15.1,106.7,130.4,160,15.7
pm_06,4,iyi,prestige_master,127,0.0,0.0,0.0,938,6.4,1.0,1074,3.9,0.0,0.3,-0.1,0.2,0,0,-0.3,0,-0.1,-0.1,0.0,0.1,0.3,61.8,24.7,129.5,141.1,160,16.0
pm_inst8,1,zayif,prestige_master,-8,7.0,26.0,19.0,121,7.4,0.55,45,6.4,-0.3,-0.2,-0.3,-0.3,-0.4,-0.4,-0.1,0.0,-0.3,-0.1,-0.2,0.0,0.0,38.4,12.7,23.1,39.7,75.7,14.6
pm_inst8,1,orta,prestige_master,-58,0.5,0.5,0.0,368,6.0,0.99,308,21.6,0.3,0.2,0.1,0.0,-0.1,0,0.0,0.1,0.1,-0.5,0.0,0.0,-0.2,41.5,22.3,37.1,48.5,77,15.2
pm_inst8,1,iyi,prestige_master,165,0.0,0.0,0.0,375,5.1,1.0,536,25.9,-0.1,-0.1,-0.2,-0.2,0.0,0,0.1,0.0,-0.1,-0.1,0.0,0.0,0.1,48.9,33.4,53.4,59.0,77,15.4
pm_inst8,2,zayif,prestige_master,-60,0.5,24.5,24.0,95,10.6,0.27,20,2.7,0.0,-0.2,-0.3,0.1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.2,0.1,53.2,8.9,48.5,86.9,145.2,7.7
pm_inst8,2,orta,prestige_master,352,0.0,0.0,0.0,600,6.3,1.0,943,32.4,-0.1,-0.2,0.4,0.0,0.0,0,0.2,0.0,0.4,-0.3,0.0,-0.2,0.1,56.8,22.6,82.8,113.4,151,12.6
pm_inst8,2,iyi,prestige_master,769,0.0,0.0,0.0,600,5.1,1.0,1372,22.7,0.2,-0.1,0.2,-0.5,0.0,0,0.5,0.0,-0.2,-0.1,0.1,0.0,-0.1,61.0,35.9,110.2,129.9,151,15.0
pm_inst8,3,zayif,prestige_master,-11,0.0,54.0,54.0,13,15.4,0.04,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,58.1,5.7,50.8,96.7,136.4,7.2
pm_inst8,3,orta,prestige_master,80,0.0,0.0,0.0,788,7.2,1.0,857,26.8,-0.1,-0.3,-1.1,-0.8,0.0,0,0.8,0.0,-1.6,0.3,0.0,-0.4,-0.3,63.2,20.5,102.2,129.3,160,14.9
pm_inst8,3,iyi,prestige_master,471,0.0,0.0,0.0,788,5.6,1.0,1254,8.8,0.0,-0.3,0.7,0.0,0,0,-0.1,0,0.2,0.3,0.1,0.0,-0.1,62.3,31.1,123.5,141.0,160,15.9
pm_inst8,4,zayif,prestige_master,-47,0.0,64.5,64.5,59,15.8,0.1,11,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.0,60.2,4.1,52.2,90.8,124.5,9.0
pm_inst8,4,orta,prestige_master,-176,0.0,0.0,0.0,936,8.3,1.0,770,20.7,-0.1,0.0,-0.2,-0.3,0.0,0,0.2,0.0,-0.5,0.2,0.0,0.3,0.1,64.9,15.1,106.7,130.4,160,15.7
pm_inst8,4,iyi,prestige_master,41,0.0,0.0,0.0,938,6.4,1.0,988,4.0,0.0,0.3,-0.1,0.1,0,0,-0.3,0,-0.2,-0.1,0.0,0.2,0.3,61.8,24.7,129.5,141.1,160,16.0
