cell,day,alive,money_mean,money_p10,money_p90,prestige_mean,prestige_p10,income_mean,quota,spawned_mean,served_mean,lost_mean,missed_mean,packed_mean,delivered_mean,phone_mean,trucksFull_mean,idle_frac,early_frac,rent_mean
P1_zayif_hic_ev,1,1.00,517,495.00,560.00,12.70,12.20,20.40,4,4,2.78,0.94,0,1.88,0.34,0.08,0.18,0.16,0.94,0
P1_zayif_hic_ev,2,1.00,560.55,485.00,665.00,13.03,12.28,52.68,4,4,2.40,1.38,0,1.80,0.88,0.13,0.50,0.18,0.91,0
P1_zayif_hic_ev,3,1.00,606.28,495.00,725.00,13.26,12.44,62.30,4,4,2.36,1.45,0,1.70,1.04,0.11,0.62,0.17,0.91,0
P1_zayif_hic_ev,4,1.00,376.04,240.00,505.00,13.57,12.64,73.10,4,4,2.41,1.42,0,1.68,1.22,0.16,0.65,0.15,0.99,290
P1_zayif_hic_ev,5,1.00,445.80,299.50,587.10,13.76,12.68,78.74,4.08,4.04,2.18,1.65,0.05,1.45,1.27,0.32,0.72,0.20,0.94,0
P1_zayif_hic_ev,6,1.00,500.86,347.70,646.00,14.06,12.72,60.32,4.10,4.07,2.31,1.57,0.03,1.38,0.97,0.34,0.51,0.21,0.97,0
P1_zayif_hic_ev,7,1.00,550.46,390.00,709.00,14.36,13.04,57.76,4.08,4.06,2.38,1.55,0.01,1.43,0.95,0.32,0.48,0.21,0.98,0
P1_zayif_hic_ev,8,1.00,259.48,69.80,447.00,14.65,13.08,69.38,5,4.95,2.80,1.92,0.05,1.82,1.16,0.32,0.68,0.22,0.94,344.48
P1_zayif_hic_ev,9,1.00,321.62,134.70,502.60,14.34,12.39,76.64,5.16,4.88,2.15,2.49,0.28,2.19,1.30,0.30,0.75,0.16,0.77,0
P1_zayif_hic_ev,10,1.00,394.46,179.70,606.40,14.02,11.92,88.47,5.22,4.92,2.22,2.53,0.30,2.81,1.50,0.14,0.83,0.09,0.75,0
P1_zayif_hic_ev,11,1.00,479.30,261.90,702.70,13.88,11.47,102.38,5.13,4.95,2.34,2.38,0.18,2.66,1.72,0.16,0.97,0.08,0.85,0
P1_zayif_hic_ev,12,1.00,191.59,47.90,415.10,13.78,11.36,103.08,5,5,2.42,2.38,0,2.84,1.74,0.09,1.00,0.05,1,372.58
P1_zayif_hic_ev,13,0.99,312.77,120.00,547.30,13.46,10.90,140.29,6.21,5.57,2.61,2.71,0.64,3.36,2.35,0.11,1.18,0.05,0.40,0
P1_zayif_hic_ev,14,0.99,433.36,214.70,696.00,13.17,10.59,139.01,6.05,5.65,2.63,2.79,0.40,3.43,2.32,0.06,1.21,0.04,0.61,0
P1_zayif_hic_ev,15,0.99,545.83,316.40,848.50,12.88,10.03,135.36,6.19,5.84,2.72,2.89,0.35,3.39,2.29,0.08,1.12,0.04,0.67,0
P1_zayif_hic_ev,16,0.99,253.79,50.00,496.30,12.71,9.59,137.94,6,5.99,2.74,2.97,0.01,3.29,2.35,0.08,1.22,0.04,0.98,410.85
P1_zayif_mantikli_ev,1,1.00,280.32,255.00,320.00,12.36,11.96,24.16,4,4,2.32,1.40,0,1.63,0.40,0.18,0.20,0.20,0.93,0
P1_zayif_mantikli_ev,2,1.00,207.30,170.00,255.30,12.63,11.84,48.02,4,4,2.35,1.46,0,1.62,0.81,0.12,0.43,0.18,0.92,0
P1_zayif_mantikli_ev,3,1.00,217.77,155.00,298.70,13.08,12.08,56.36,4,4,2.62,1.17,0,1.80,0.94,0.12,0.55,0.16,0.88,0
P1_zayif_mantikli_ev,4,1.00,39.79,17.00,53.00,13.46,12.12,75.78,4,4,2.54,1.24,0,1.76,1.27,0.14,0.76,0.14,0.98,191.08
P1_zayif_mantikli_ev,5,1.00,103.34,26.00,206.30,13.89,12.48,74.12,4.08,4.06,2.53,1.28,0.03,1.55,1.18,0.29,0.69,0.19,0.96,0
P1_zayif_mantikli_ev,6,1.00,164.83,50.00,273.20,14.38,12.88,71.31,4.10,4.08,2.60,1.25,0.02,1.63,1.15,0.27,0.66,0.19,0.97,0
P1_zayif_mantikli_ev,7,1.00,206.44,93.90,318.00,14.88,13.08,64.71,4.08,4.06,2.62,1.24,0.02,1.70,1.06,0.29,0.61,0.19,0.98,0
P1_zayif_mantikli_ev,8,1.00,176.54,28.80,306.00,13.99,11.76,79.84,5,4.94,3.06,1.66,0.06,1.86,1.33,0.38,0.77,0.20,0.93,70.30
P1_zayif_mantikli_ev,9,1.00,229.47,76.90,350.00,13.96,11.52,81.64,5.16,4.89,2.48,2.13,0.28,2.47,1.38,0.26,0.72,0.15,0.78,0
P1_zayif_mantikli_ev,10,1.00,300.61,160.70,449.50,13.77,11.24,105.88,5.22,4.92,2.36,2.35,0.30,2.98,1.78,0.15,1.01,0.08,0.76,0
P1_zayif_mantikli_ev,11,1.00,329.02,216.70,419.00,13.66,10.87,110.82,5.13,4.96,2.35,2.38,0.16,2.96,1.89,0.13,1.07,0.07,0.85,0
P1_zayif_mantikli_ev,12,1.00,235.29,27.80,379.00,13.26,10.36,112.58,5,5,2.42,2.35,0,2.96,1.90,0.12,1.14,0.05,1,121.92
P1_zayif_mantikli_ev,13,0.50,262.73,82.00,459.50,13.54,10.60,149.13,6.27,5.62,2.84,2.52,0.65,3.93,2.48,0.06,1.33,0.04,0.46,0
P1_zayif_mantikli_ev,14,0.50,352.51,180.00,497.50,13.27,10.14,152.98,6.07,5.76,2.61,2.86,0.31,3.57,2.52,0.06,1.28,0.04,0.69,0
P1_zayif_mantikli_ev,15,0.50,418.35,277.00,555.00,13.16,9.80,155.56,6.21,5.92,2.79,2.86,0.29,3.63,2.60,0.10,1.34,0.04,0.72,0
P1_zayif_mantikli_ev,16,0.50,281.05,18.50,446.50,13.01,9.78,156.95,6,5.97,3,2.74,0.03,3.55,2.64,0.06,1.28,0.03,0.96,144.56
P1_orta_hic_ev,1,1.00,533.02,495.00,583.50,13.05,12.40,36,4,4,2.91,0.97,0,2.68,0.60,0.78,0.34,0.19,0.93,0
P1_orta_hic_ev,2,1.00,629.78,525.00,740.00,14.18,13.28,103.16,4,4,3.17,0.70,0,2.75,1.72,0.44,1.01,0.16,0.93,0
P1_orta_hic_ev,3,1.00,726.52,599.50,868.00,15.27,14.04,107.52,4,4,3.23,0.64,0,2.89,1.79,0.44,1.09,0.16,0.93,0
P1_orta_hic_ev,4,1.00,545.55,397.20,715.30,16.23,14.80,118.34,4,4,2.92,0.96,0,2.40,1.97,0.67,1.13,0.15,0.99,290
P1_orta_hic_ev,5,1.00,649.81,478.60,838.10,17.16,15.52,111.97,4.08,4.08,2.86,1.14,0.01,2.21,1.77,0.91,1.06,0.17,0.97,0
P1_orta_hic_ev,6,1.00,748.95,527.70,954.50,18.17,15.96,102.57,4.10,4.10,2.84,1.16,0.00,2.17,1.59,0.96,0.98,0.18,0.98,0
P1_orta_hic_ev,7,1.00,854.66,628.90,1086.70,19.16,16.72,110.46,4.08,4.07,2.87,1.12,0.00,2.22,1.70,0.88,1,0.19,0.99,0
P1_orta_hic_ev,8,1.00,616.54,375.90,887.20,20.21,17.68,117.80,5,4.98,3.28,1.62,0.02,2.49,1.84,1.16,1.14,0.18,0.98,348
P1_orta_hic_ev,9,1.00,748.69,461.20,1024.60,20.64,17.92,137.04,5.16,4.95,2.74,2.10,0.22,3.32,2.14,0.76,1.26,0.14,0.82,0
P1_orta_hic_ev,10,1.00,908.61,599.90,1202.30,21.25,18.24,165.18,5.22,4.98,2.98,1.87,0.24,4.21,2.56,0.52,1.56,0.09,0.79,0
P1_orta_hic_ev,11,1.00,1093.16,734.70,1418.50,21.82,18.83,186.69,5.13,5.01,2.78,2.12,0.12,4.06,2.86,0.62,1.79,0.08,0.90,0
P1_orta_hic_ev,12,1.00,853.26,464.60,1236.00,22.50,19.24,178.26,5,5,2.85,2.08,0,4.03,2.70,0.64,1.68,0.07,1,416.54
P1_orta_hic_ev,13,1.00,1082.24,676.90,1506.90,22.93,19.80,236.48,6.22,5.68,3.16,2.37,0.54,5.00,3.52,0.58,2.11,0.08,0.55,0
P1_orta_hic_ev,14,1.00,1320.24,894.00,1776.20,23.62,20.34,241.44,6.05,5.84,3.34,2.39,0.21,4.63,3.55,0.68,2.08,0.08,0.75,0
P1_orta_hic_ev,15,1.00,1550.50,1085.70,2021.30,24.19,20.75,234.01,6.19,6.00,3.25,2.61,0.19,4.89,3.45,0.66,2.04,0.07,0.81,0
P1_orta_hic_ev,16,1.00,1294.09,807.80,1828.60,25.00,21.20,245.14,6,6.00,3.42,2.47,0.00,4.61,3.59,0.67,2.09,0.06,0.99,501
P1_orta_mantikli_ev,1,1.00,298.54,260.00,380.00,13.15,12.40,41.76,4,4,3.15,0.68,0,2.92,0.70,0.52,0.42,0.17,0.90,0
P1_orta_mantikli_ev,2,1.00,256.76,180.00,345.00,14.51,13.60,100.30,4,4,3.47,0.36,0,2.75,1.67,0.38,0.99,0.14,0.94,0
P1_orta_mantikli_ev,3,1.00,265.42,180.00,368.00,15.86,14.76,111.12,4,4,3.62,0.24,0,2.90,1.85,0.46,1.13,0.13,0.96,0
P1_orta_mantikli_ev,4,1.00,58.66,15.90,110.00,17.24,15.88,158.22,4,4,3.51,0.37,0,2.63,2.61,0.48,1.63,0.11,0.98,241.87
P1_orta_mantikli_ev,5,1.00,201.81,71.80,351.50,18.47,16.84,151.99,4.08,4.07,3.26,0.69,0.01,2.59,2.35,0.81,1.40,0.13,0.98,0
P1_orta_mantikli_ev,6,1.00,276.79,142.90,436.90,19.77,17.95,120.78,4.10,4.09,3.19,0.78,0.01,2.46,1.82,0.95,1.06,0.14,0.99,0
P1_orta_mantikli_ev,7,1.00,309.94,206.90,434.10,21.09,19.04,122.98,4.08,4.07,3.22,0.74,0.00,2.37,1.86,0.91,1.12,0.16,1.00,0
P1_orta_mantikli_ev,8,1.00,121.88,29.50,286.20,22.08,19.44,145.06,5,4.99,3.77,1.05,0.01,2.78,2.20,1.06,1.27,0.15,0.99,228.01
P1_orta_mantikli_ev,9,1.00,277.32,110.90,456.30,23.09,20.36,171.35,5.16,5.02,3.32,1.62,0.14,3.87,2.61,0.84,1.56,0.11,0.87,0
P1_orta_mantikli_ev,10,1.00,432.18,245.00,620.10,23.88,20.92,229.56,5.22,5.06,3.04,1.89,0.16,4.59,3.39,0.57,1.99,0.06,0.85,0
P1_orta_mantikli_ev,11,1.00,483.34,309.90,652.70,24.77,21.56,254.76,5.13,5.04,3.13,1.78,0.08,4.65,3.70,0.46,2.16,0.05,0.92,0
P1_orta_mantikli_ev,12,1.00,198.80,37.80,376.20,25.41,21.82,269.11,5,5,3.01,1.86,0,4.70,3.78,0.46,2.24,0.04,1,312.21
P1_orta_mantikli_ev,13,0.94,527.68,302.80,717.20,26.70,22.84,378.21,6.22,5.93,3.62,2.14,0.29,5.70,4.88,0.51,2.60,0.05,0.73,0
P1_orta_mantikli_ev,14,0.94,647.11,467.40,863.20,28.14,24.15,375.35,6.04,5.90,3.81,1.98,0.14,5.60,4.74,0.36,2.38,0.04,0.84,0
P1_orta_mantikli_ev,15,0.94,743.45,464.20,1011.80,29.73,24.96,398.17,6.18,6.06,3.77,2.13,0.12,5.69,4.68,0.46,2.45,0.04,0.85,0
P1_orta_mantikli_ev,16,0.94,461.48,126.40,876.60,31.43,26.40,461.80,6,6,3.89,1.99,0,5.72,5.04,0.35,2.67,0.03,1.00,424.71
P1_iyi_hic_ev,1,1.00,554.48,500.00,620.00,13.66,13.20,55.92,4,4,3.50,0.45,0,3.41,0.93,1.15,0.50,0.17,0.98,0
P1_iyi_hic_ev,2,1.00,698.02,588.00,828.00,15.28,14.28,138.72,4,4,3.32,0.65,0,3.21,2.31,1.01,1.42,0.18,0.95,0
P1_iyi_hic_ev,3,1.00,849.78,707.70,988.50,16.88,15.67,148.28,4,4,3.33,0.64,0,3.16,2.46,1.01,1.51,0.18,0.96,0
P1_iyi_hic_ev,4,1.00,721.86,547.70,868.00,18.38,16.76,159.68,4,4,3.22,0.75,0,2.88,2.56,1.03,1.63,0.15,1.00,290
P1_iyi_hic_ev,5,1.00,890.68,685.90,1065.20,19.80,17.88,162.18,4.08,4.08,3.04,1.02,0.00,2.47,2.44,1.27,1.52,0.18,0.98,0
P1_iyi_hic_ev,6,1.00,1035.76,814.60,1222.40,21.19,18.91,141.41,4.10,4.10,2.99,1.09,0,2.41,2.12,1.40,1.30,0.18,1.00,0
P1_iyi_hic_ev,7,1.00,1175.38,938.70,1396.00,22.59,20.28,137.46,4.08,4.08,3.04,1.00,0,2.54,2.06,1.45,1.26,0.20,0.99,0
P1_iyi_hic_ev,8,1.00,977.74,727.90,1225.30,24.08,21.56,150.74,5,5,3.47,1.49,0,2.87,2.24,1.62,1.41,0.19,1.00,348
P1_iyi_hic_ev,9,1.00,1165.67,872.80,1484.40,25.20,22.28,185.19,5.16,5.03,3.32,1.67,0.13,4.45,2.74,1.04,1.73,0.14,0.87,0
P1_iyi_hic_ev,10,1.00,1440.12,1060.90,1803.00,26.65,23.52,264.58,5.22,5.01,3.68,1.28,0.21,5.78,3.83,0.74,2.44,0.09,0.81,0
P1_iyi_hic_ev,11,1.00,1737.20,1301.90,2169.40,28.33,25.00,280.62,5.13,5.04,3.74,1.24,0.09,5.55,3.97,0.78,2.51,0.09,0.91,0
P1_iyi_hic_ev,12,1.00,1640.27,1164.30,2145.40,30.10,26.84,306.98,5,5,3.85,1.12,0,5.60,4.25,0.72,2.76,0.07,1,418
P1_iyi_hic_ev,13,1.00,2038.13,1475.80,2621.70,31.76,28.36,386.13,6.22,5.76,4.28,1.42,0.45,7.13,5.20,0.76,3.25,0.08,0.57,0
P1_iyi_hic_ev,14,1.00,2437.72,1843.20,3101.20,33.71,29.84,382.29,6.05,5.86,4.46,1.34,0.19,6.63,5.00,0.76,3.12,0.08,0.80,0
P1_iyi_hic_ev,15,1.00,2852.46,2233.60,3528.80,35.61,31.28,400.75,6.19,6,4.54,1.42,0.19,6.88,5.21,0.76,3.32,0.07,0.82,0
P1_iyi_hic_ev,16,1.00,2778.69,2095.80,3541.40,37.68,33.32,413.76,6,5.99,4.70,1.24,0.01,6.76,5.26,0.70,3.26,0.05,0.99,501
P1_iyi_mantikli_ev,1,1.00,305.60,260.00,380.00,13.35,13.16,47.52,4,4,3.11,0.85,0,3.04,0.79,1.14,0.44,0.18,0.97,0
P1_iyi_mantikli_ev,2,1.00,291.91,208.00,393.00,15.31,14.67,131.04,4,4,3.94,0.04,0,3.12,2.18,0.90,1.28,0.13,0.99,0
P1_iyi_mantikli_ev,3,1.00,303.94,201.00,420.30,17.34,16.35,147.04,4,4,3.96,0.01,0,3.24,2.44,0.94,1.56,0.12,1.00,0
P1_iyi_mantikli_ev,4,1.00,108.05,23.00,213.20,19.38,18.08,211.18,4,4,3.94,0.02,0,3.07,3.33,0.94,2.02,0.10,1,271.48
P1_iyi_mantikli_ev,5,1.00,298.48,147.70,442.40,21.27,19.68,191.68,4.08,4.08,3.52,0.54,0.00,3.12,2.85,1.25,1.74,0.13,0.99,0
P1_iyi_mantikli_ev,6,1.00,373.54,229.90,497.30,23.10,21.31,172.95,4.10,4.10,3.43,0.64,0,2.78,2.54,1.31,1.51,0.15,1,0
P1_iyi_mantikli_ev,7,1.00,398.15,261.00,561.00,24.96,22.88,188.47,4.08,4.08,3.41,0.62,0,2.86,2.71,1.34,1.67,0.16,1,0
P1_iyi_mantikli_ev,8,1.00,114.54,20.90,242.20,27.20,24.56,207.68,5,5,4.14,0.81,0,3.36,2.90,1.60,1.72,0.16,1.00,304.53
P1_iyi_mantikli_ev,9,1.00,422.11,209.80,631.30,29.22,25.88,312.94,5.16,5.08,3.88,1.16,0.09,5.03,4.17,1.06,2.46,0.11,0.92,0
P1_iyi_mantikli_ev,10,1.00,653.44,427.50,904.00,31.26,27.64,404.24,5.22,5.08,3.95,1.10,0.14,6.58,5.24,0.70,3.16,0.06,0.86,0
P1_iyi_mantikli_ev,11,1.00,817.96,504.70,1192.40,33.42,29.44,482.08,5.13,5.08,3.93,1.14,0.04,6.42,5.84,0.70,3.60,0.06,0.96,0
P1_iyi_mantikli_ev,12,1.00,478.26,148.50,933.10,35.90,31.39,488.19,5,5,3.87,1.09,0,6.15,5.42,0.74,3.27,0.05,1,378.33
P1_iyi_mantikli_ev,13,1.00,1055.17,599.60,1599.90,38.85,33.92,738.43,6.22,6.05,4.66,1.33,0.17,8.00,6.95,0.74,3.98,0.05,0.81,0
P1_iyi_mantikli_ev,14,1.00,1640.34,949.40,2507.20,41.91,36.80,792.58,6.05,6.00,4.59,1.37,0.05,7.72,7.01,0.69,3.93,0.05,0.94,0
P1_iyi_mantikli_ev,15,1.00,2322.64,1331.40,3432.20,45.08,39.58,802.15,6.19,6.10,4.70,1.34,0.09,7.82,6.81,0.79,3.81,0.05,0.92,0
P1_iyi_mantikli_ev,16,1.00,2839.75,1703.80,4043.60,48.47,42.35,880.21,6,6,4.78,1.20,0,7.85,7.05,0.74,3.96,0.04,1,335.06
P2_zayif_hic_ev,1,1.00,629.76,595.00,671.00,13.41,12.80,36.40,7,7,4.96,1.54,0,3.56,0.56,0.44,0.06,0.19,0.94,0
P2_zayif_hic_ev,2,1.00,731.90,620.00,855.00,14.80,13.96,118.30,7,6.99,5.04,1.50,0.01,3.48,1.82,0.27,0.25,0.15,0.90,0
P2_zayif_hic_ev,3,1.00,863.97,709.00,993.00,16.14,15.03,152.88,7,6.99,5.00,1.46,0.01,3.43,2.35,0.20,0.44,0.14,0.84,0
P2_zayif_hic_ev,4,1.00,375.24,195.00,548.20,17.44,16.40,181.52,8,7.82,5.35,1.80,0.18,3.96,2.76,0.26,0.51,0.14,0.25,647.85
P2_zayif_hic_ev,5,1.00,551.65,346.60,776.00,18.74,17.28,194.44,8.08,8.03,5.36,2.14,0.06,3.39,2.76,0.46,0.54,0.20,0.56,0
P2_zayif_hic_ev,6,1.00,732.65,500.90,973.00,20.03,18.35,194.31,9.10,8.89,5.67,2.53,0.21,3.80,2.71,0.66,0.47,0.22,0.10,0
P2_zayif_hic_ev,7,1.00,890.37,620.00,1162.60,21.53,19.47,168.25,9.16,8.98,6.03,2.46,0.18,3.93,2.36,0.62,0.40,0.23,0.25,0
P2_zayif_hic_ev,8,1.00,311.02,94.30,617.50,23.02,20.71,175.38,9,9.00,5.98,2.54,0.00,3.78,2.48,0.66,0.41,0.22,0.63,734.50
P2_zayif_hic_ev,9,0.99,472.69,186.00,804.60,23.19,20.80,184.28,10.26,9.69,4.90,4.20,0.57,5.02,2.62,0.56,0.42,0.16,0.25,0
P2_zayif_hic_ev,10,0.99,685.36,392.40,1029.60,23.26,20.56,237.47,10.33,9.87,4.97,4.35,0.46,6.02,3.33,0.25,0.67,0.09,0.30,0
P2_zayif_hic_ev,11,0.99,904.83,531.20,1287.50,23.50,20.83,243.34,10.24,9.95,5.19,4.29,0.29,6.13,3.40,0.28,0.73,0.08,0.60,0
P2_zayif_hic_ev,12,0.99,350.12,80.80,756.10,24.00,20.99,262.56,11,10.91,5.83,4.41,0.09,6.92,3.63,0.21,0.72,0.06,0.23,785.56
P2_zayif_hic_ev,13,0.89,623.12,327.20,974.80,24.26,20.98,353.61,11.38,11.04,5.84,4.61,0.34,6.68,4.80,0.12,0.88,0.05,0.51,0
P2_zayif_hic_ev,14,0.89,922.44,610.00,1308.80,24.51,20.94,332.16,11.04,10.89,5.74,4.62,0.16,6.83,4.50,0.14,0.70,0.04,0.73,0
P2_zayif_hic_ev,15,0.89,1246.39,858.00,1659.20,24.59,20.64,363.83,12.31,11.88,6.18,5.00,0.43,7.34,4.97,0.13,0.76,0.04,0.25,0
P2_zayif_hic_ev,16,0.89,489.27,104.40,911.60,25.11,20.94,391.59,12,12,6.57,4.91,0,7.79,5.33,0.13,0.90,0.03,0.51,1107.83
P2_zayif_mantikli_ev,1,1.00,483.96,446.00,581.00,13.26,12.80,34.84,7,7,4.77,1.74,0,3.44,0.54,0.45,0.06,0.19,0.92,0
P2_zayif_mantikli_ev,2,1.00,507.29,415.00,606.00,15.31,14.20,113.36,7,6.99,5.88,0.63,0.01,3.04,1.74,0.27,0.24,0.15,0.89,0
P2_zayif_mantikli_ev,3,1.00,522.93,419.60,640.20,17.06,15.76,142.96,7,7.00,5.61,0.85,0.00,3.39,2.19,0.16,0.36,0.09,0.87,0
P2_zayif_mantikli_ev,4,1.00,94.11,41.00,124.00,18.79,17.32,185.40,8,7.79,5.89,1.13,0.21,4.31,2.76,0.20,0.51,0.08,0.18,469.86
P2_zayif_mantikli_ev,5,1.00,282.57,115.90,446.10,20.65,18.84,203.84,8.08,8.04,6.09,1.36,0.04,3.91,2.83,0.34,0.59,0.13,0.61,0
P2_zayif_mantikli_ev,6,1.00,455.64,230.90,658.10,22.60,20.39,195.78,9.10,8.92,6.54,1.72,0.18,4.18,2.69,0.54,0.51,0.17,0.18,0
P2_zayif_mantikli_ev,7,1.00,570.34,369.90,748.20,24.56,22.36,187.82,9.16,9.00,6.62,1.76,0.15,3.90,2.57,0.57,0.46,0.19,0.40,0
P2_zayif_mantikli_ev,8,1.00,433.11,68.90,719.20,26.20,23.40,202.02,9,8.99,6.65,1.80,0.01,4.12,2.72,0.56,0.47,0.17,0.65,210.76
P2_zayif_mantikli_ev,9,0.53,441.58,122.30,823.70,26.97,23.69,213.05,10.14,9.73,5.92,3.27,0.41,5.12,2.86,0.55,0.49,0.14,0.42,0
P2_zayif_mantikli_ev,10,0.53,620.14,284.10,871.80,28.07,24.52,259.80,10.27,9.88,6.19,3.18,0.39,6.40,3.45,0.22,0.62,0.05,0.42,0
P2_zayif_mantikli_ev,11,0.53,740.95,507.20,975.40,29.23,24.64,288.71,10.21,9.98,6.33,3.07,0.23,6.38,3.77,0.16,0.70,0.04,0.63,0
P2_zayif_mantikli_ev,12,0.53,574.33,44.30,855.80,30.32,25.77,291.32,11,10.93,6.92,3.38,0.07,7.36,3.70,0.18,0.61,0.04,0.39,239.11
P2_zayif_mantikli_ev,13,0.23,660.84,276.40,1025.50,32.08,27.36,385.50,11.38,11.09,7.53,2.95,0.29,6.86,4.86,0.10,0.72,0.03,0.64,0
P2_zayif_mantikli_ev,14,0.23,909.12,646.10,1184.10,33.94,27.87,400.64,11.22,11.07,7.62,2.93,0.16,7.03,4.81,0.09,0.64,0.03,0.78,0
